handle,title,description,price,category,subcategory,location,mainImage,additionalImages
furniture-bedroom-sets-7,Kids Bedroom Set,"Kids bedroom furniture set. High-quality materials, sturdy construction. Perfect condition, barely used.",4534.00,furniture,bedroom-sets,Sharjah,https://placehold.co/800x800/4F46E5/FFFFFF?text=Kids%20bedroom,
furniture-bedroom-sets-8,Luxury Bedroom Set,"Luxury bedroom set in excellent condition. Well-maintained, no damage or stains. Ready for immediate use.",2824.00,furniture,bedroom-sets,Sharjah,https://placehold.co/800x800/7C3AED/FFFFFF?text=Luxury%20bedroom,
furniture-bedroom-sets-9,Contemporary Bedroom Set,"Contemporary bedroom set. Excellent quality, like new. Includes all original parts and accessories.",5679.00,furniture,bedroom-sets,Dubai,https://placehold.co/800x800/DC2626/FFFFFF?text=Contemporary%20bedroom,
furniture-bedroom-sets-10,Minimalist Bedroom Set,"Minimalist bedroom set. Excellent quality, like new. Includes all original parts and accessories.",2685.00,furniture,bedroom-sets,Sharjah,https://placehold.co/800x800/EA580C/FFFFFF?text=Minimalist%20bedroom,
furniture-office-desks-1,Office Desk,"Standard office desk. High-quality materials, sturdy construction. Perfect condition, barely used.",214.00,furniture,office-desks,Abu Dhabi,https://placehold.co/800x800/059669/FFFFFF?text=Office%20desk,
furniture-office-desks-2,L-Shaped Desk,"L-shaped desk for corner. Excellent quality, like new. Includes all original parts and accessories.",374.00,furniture,office-desks,Abu Dhabi,https://placehold.co/800x800/4F46E5/FFFFFF?text=L-shaped%20desk,
furniture-office-desks-3,Standing Desk,Adjustable standing desk in very good condition. Minor wear consistent with normal use. Fully functional.,796.00,furniture,office-desks,Dubai,https://placehold.co/800x800/7C3AED/FFFFFF?text=Standing%20desk,
furniture-office-desks-4,Computer Desk,"Computer desk with cable management in excellent condition. Well-maintained, no damage or stains. Ready for immediate use.",1470.00,furniture,office-desks,Sharjah,https://placehold.co/800x800/DC2626/FFFFFF?text=Computer%20desk,
furniture-office-desks-5,Writing Desk,"Classic writing desk in excellent condition. Well-maintained, no damage or stains. Ready for immediate use.",871.00,furniture,office-desks,Abu Dhabi,https://placehold.co/800x800/EA580C/FFFFFF?text=Writing%20desk,
furniture-office-desks-6,Executive Desk,"Executive office desk. Excellent quality, like new. Includes all original parts and accessories.",1424.00,furniture,office-desks,RAK,https://placehold.co/800x800/059669/FFFFFF?text=Executive%20desk,
furniture-office-desks-7,Corner Desk,Corner desk in very good condition. Minor wear consistent with normal use. Fully functional.,213.00,furniture,office-desks,Ajman,https://placehold.co/800x800/4F46E5/FFFFFF?text=Corner%20desk,
furniture-office-desks-8,Modern Desk,"Modern design desk. Excellent quality, like new. Includes all original parts and accessories.",426.00,furniture,office-desks,Dubai,https://placehold.co/800x800/7C3AED/FFFFFF?text=Modern%20desk,
furniture-office-desks-9,Vintage Desk,"Vintage style desk. Excellent quality, like new. Includes all original parts and accessories.",810.00,furniture,office-desks,Abu Dhabi,https://placehold.co/800x800/DC2626/FFFFFF?text=Vintage%20desk,
furniture-office-desks-10,Adjustable Desk,"Height-adjustable desk in great condition. Clean, well-cared for. No pets, no smoking household.",1126.00,furniture,office-desks,Ajman,https://placehold.co/800x800/EA580C/FFFFFF?text=Adjustable%20desk,
furniture-office-chairs-1,Ergonomic Office Chair,Ergonomic office chair in very good condition. Minor wear consistent with normal use. Fully functional.,475.00,furniture,office-chairs,RAK,https://placehold.co/800x800/059669/FFFFFF?text=Ergonomic%20office%20chair,
furniture-office-chairs-2,Executive Office Chair,"Executive leather office chair. Excellent quality, like new. Includes all original parts and accessories.",181.00,furniture,office-chairs,Ajman,https://placehold.co/800x800/4F46E5/FFFFFF?text=Executive%20office%20chair,
furniture-office-chairs-3,Gaming Chair,"Gaming chair with lumbar support in excellent condition. Well-maintained, no damage or stains. Ready for immediate use.",1148.00,furniture,office-chairs,RAK,https://placehold.co/800x800/7C3AED/FFFFFF?text=Gaming%20chair,
furniture-office-chairs-4,Mesh Office Chair,"Mesh back office chair. High-quality materials, sturdy construction. Perfect condition, barely used.",156.00,furniture,office-chairs,Sharjah,https://placehold.co/800x800/DC2626/FFFFFF?text=Mesh%20office%20chair,
furniture-office-chairs-5,Leather Office Chair,"Leather office chair. High-quality materials, sturdy construction. Perfect condition, barely used.",1056.00,furniture,office-chairs,Ajman,https://placehold.co/800x800/EA580C/FFFFFF?text=Leather%20office%20chair,
furniture-office-chairs-6,Task Chair,"Task chair for office. Excellent quality, like new. Includes all original parts and accessories.",1183.00,furniture,office-chairs,RAK,https://placehold.co/800x800/059669/FFFFFF?text=Task%20chair,
furniture-office-chairs-7,Conference Chair,"Conference room chair in great condition. Clean, well-cared for. No pets, no smoking household.",599.00,furniture,office-chairs,RAK,https://placehold.co/800x800/4F46E5/FFFFFF?text=Conference%20chair,
furniture-office-chairs-8,Swivel Chair,"Swivel office chair in great condition. Clean, well-cared for. No pets, no smoking household.",358.00,furniture,office-chairs,RAK,https://placehold.co/800x800/7C3AED/FFFFFF?text=Swivel%20chair,
furniture-office-chairs-9,Modern Office Chair,"Modern design office chair in excellent condition. Well-maintained, no damage or stains. Ready for immediate use.",1001.00,furniture,office-chairs,Dubai,https://placehold.co/800x800/DC2626/FFFFFF?text=Modern%20office%20chair,
furniture-office-chairs-10,Adjustable Office Chair,Fully adjustable office chair in very good condition. Minor wear consistent with normal use. Fully functional.,766.00,furniture,office-chairs,Abu Dhabi,https://placehold.co/800x800/EA580C/FFFFFF?text=Adjustable%20office%20chair,
furniture-bookcases-shelves-1,Bookcase,"Tall bookcase. High-quality materials, sturdy construction. Perfect condition, barely used.",234.00,furniture,bookcases-shelves,Abu Dhabi,https://placehold.co/800x800/059669/FFFFFF?text=Bookcase,
furniture-bookcases-shelves-2,Bookshelf,"Bookshelf with multiple shelves. High-quality materials, sturdy construction. Perfect condition, barely used.",239.00,furniture,bookcases-shelves,Abu Dhabi,https://placehold.co/800x800/4F46E5/FFFFFF?text=Bookshelf,
furniture-bookcases-shelves-3,Wall Shelf,"Wall-mounted shelf. Excellent quality, like new. Includes all original parts and accessories.",414.00,furniture,bookcases-shelves,Ajman,https://placehold.co/800x800/7C3AED/FFFFFF?text=Wall%20shelf,
furniture-bookcases-shelves-4,Floating Shelf,Floating wall shelf in very good condition. Minor wear consistent with normal use. Fully functional.,223.00,furniture,bookcases-shelves,Sharjah,https://placehold.co/800x800/DC2626/FFFFFF?text=Floating%20shelf,
furniture-bookcases-shelves-5,Corner Shelf,"Corner shelf unit in excellent condition. Well-maintained, no damage or stains. Ready for immediate use.",475.00,furniture,bookcases-shelves,Dubai,https://placehold.co/800x800/EA580C/FFFFFF?text=Corner%20shelf,
furniture-bookcases-shelves-6,Ladder Shelf,"Ladder-style bookshelf. Excellent quality, like new. Includes all original parts and accessories.",611.00,furniture,bookcases-shelves,Sharjah,https://placehold.co/800x800/059669/FFFFFF?text=Ladder%20shelf,
furniture-bookcases-shelves-7,Cube Shelf,"Cube storage shelf in excellent condition. Well-maintained, no damage or stains. Ready for immediate use.",189.00,furniture,bookcases-shelves,Sharjah,https://placehold.co/800x800/4F46E5/FFFFFF?text=Cube%20shelf,
furniture-bookcases-shelves-8,Modern Bookshelf,"Modern design bookshelf. Excellent quality, like new. Includes all original parts and accessories.",358.00,furniture,bookcases-shelves,Sharjah,https://placehold.co/800x800/7C3AED/FFFFFF?text=Modern%20bookshelf,
furniture-bookcases-shelves-9,Vintage Bookcase,"Vintage style bookcase. High-quality materials, sturdy construction. Perfect condition, barely used.",572.00,furniture,bookcases-shelves,RAK,https://placehold.co/800x800/DC2626/FFFFFF?text=Vintage%20bookcase,
furniture-bookcases-shelves-10,Kids Bookshelf,"Kids bookshelf in great condition. Clean, well-cared for. No pets, no smoking household.",257.00,furniture,bookcases-shelves,Ajman,https://placehold.co/800x800/EA580C/FFFFFF?text=Kids%20bookshelf,
furniture-cabinets-sideboards-1,Sideboard,"Dining room sideboard in great condition. Clean, well-cared for. No pets, no smoking household.",1310.00,furniture,cabinets-sideboards,Ajman,https://placehold.co/800x800/059669/FFFFFF?text=Sideboard,
furniture-cabinets-sideboards-2,Display Cabinet,"Display cabinet with glass doors in great condition. Clean, well-cared for. No pets, no smoking household.",1284.00,furniture,cabinets-sideboards,Abu Dhabi,https://placehold.co/800x800/4F46E5/FFFFFF?text=Display%20cabinet,
furniture-cabinets-sideboards-3,Buffet Cabinet,"Buffet cabinet for dining. Excellent quality, like new. Includes all original parts and accessories.",357.00,furniture,cabinets-sideboards,Sharjah,https://placehold.co/800x800/7C3AED/FFFFFF?text=Buffet%20cabinet,
furniture-cabinets-sideboards-4,TV Cabinet,TV cabinet in very good condition. Minor wear consistent with normal use. Fully functional.,1695.00,furniture,cabinets-sideboards,RAK,https://placehold.co/800x800/DC2626/FFFFFF?text=Cabinet,
furniture-cabinets-sideboards-5,Storage Cabinet,Storage cabinet in very good condition. Minor wear consistent with normal use. Fully functional.,1804.00,furniture,cabinets-sideboards,RAK,https://placehold.co/800x800/EA580C/FFFFFF?text=Storage%20cabinet,
furniture-cabinets-sideboards-6,Modern Sideboard,Modern design sideboard in very good condition. Minor wear consistent with normal use. Fully functional.,931.00,furniture,cabinets-sideboards,Dubai,https://placehold.co/800x800/059669/FFFFFF?text=Modern%20sideboard,
furniture-cabinets-sideboards-7,Vintage Cabinet,"Vintage style cabinet in excellent condition. Well-maintained, no damage or stains. Ready for immediate use.",1699.00,furniture,cabinets-sideboards,Abu Dhabi,https://placehold.co/800x800/4F46E5/FFFFFF?text=Vintage%20cabinet,
furniture-cabinets-sideboards-8,Corner Cabinet,"Corner cabinet in great condition. Clean, well-cared for. No pets, no smoking household.",406.00,furniture,cabinets-sideboards,Dubai,https://placehold.co/800x800/7C3AED/FFFFFF?text=Corner%20cabinet,
furniture-cabinets-sideboards-9,Bar Cabinet,"Bar cabinet. Excellent quality, like new. Includes all original parts and accessories.",596.00,furniture,cabinets-sideboards,Ajman,https://placehold.co/800x800/DC2626/FFFFFF?text=Bar%20cabinet,
furniture-cabinets-sideboards-10,China Cabinet,"China display cabinet. High-quality materials, sturdy construction. Perfect condition, barely used.",1707.00,furniture,cabinets-sideboards,Sharjah,https://placehold.co/800x800/EA580C/FFFFFF?text=China%20cabinet,
furniture-shoe-racks-1,Shoe Rack,"Standard shoe rack. High-quality materials, sturdy construction. Perfect condition, barely used.",211.00,furniture,shoe-racks,RAK,https://placehold.co/800x800/059669/FFFFFF?text=Shoe%20rack,
furniture-shoe-racks-2,Shoe Organizer,"Shoe organizer. Excellent quality, like new. Includes all original parts and accessories.",98.00,furniture,shoe-racks,RAK,https://placehold.co/800x800/4F46E5/FFFFFF?text=Shoe%20organizer,
furniture-shoe-racks-3,Shoe Storage,"Shoe storage unit. High-quality materials, sturdy construction. Perfect condition, barely used.",198.00,furniture,shoe-racks,Sharjah,https://placehold.co/800x800/7C3AED/FFFFFF?text=Shoe%20storage,
furniture-shoe-racks-4,Over-Door Shoe Rack,Over-door shoe rack in very good condition. Minor wear consistent with normal use. Fully functional.,260.00,furniture,shoe-racks,Ajman,https://placehold.co/800x800/DC2626/FFFFFF?text=Over-door%20shoe%20rack,
furniture-shoe-racks-5,Shoe Cabinet,"Shoe cabinet with doors in excellent condition. Well-maintained, no damage or stains. Ready for immediate use.",289.00,furniture,shoe-racks,RAK,https://placehold.co/800x800/EA580C/FFFFFF?text=Shoe%20cabinet,
furniture-shoe-racks-6,Modern Shoe Rack,"Modern design shoe rack. Excellent quality, like new. Includes all original parts and accessories.",251.00,furniture,shoe-racks,Dubai,https://placehold.co/800x800/059669/FFFFFF?text=Modern%20shoe%20rack,
furniture-shoe-racks-7,Bamboo Shoe Rack,Bamboo shoe rack in very good condition. Minor wear consistent with normal use. Fully functional.,161.00,furniture,shoe-racks,RAK,https://placehold.co/800x800/4F46E5/FFFFFF?text=Bamboo%20shoe%20rack,
furniture-shoe-racks-8,Metal Shoe Rack,Metal shoe rack in very good condition. Minor wear consistent with normal use. Fully functional.,53.00,furniture,shoe-racks,RAK,https://placehold.co/800x800/7C3AED/FFFFFF?text=Metal%20shoe%20rack,
furniture-shoe-racks-9,Wooden Shoe Rack,"Wooden shoe rack. High-quality materials, sturdy construction. Perfect condition, barely used.",78.00,furniture,shoe-racks,Ajman,https://placehold.co/800x800/DC2626/FFFFFF?text=Wooden%20shoe%20rack,
furniture-shoe-racks-10,Shoe Bench,"Shoe bench with storage in excellent condition. Well-maintained, no damage or stains. Ready for immediate use.",199.00,furniture,shoe-racks,Dubai,https://placehold.co/800x800/EA580C/FFFFFF?text=Shoe%20bench,
furniture-storage-units-1,Storage Unit,"Multi-purpose storage unit. Excellent quality, like new. Includes all original parts and accessories.",130.00,furniture,storage-units,Dubai,https://placehold.co/800x800/059669/FFFFFF?text=Storage%20unit,
furniture-storage-units-2,Storage Cabinet,"Storage cabinet. Excellent quality, like new. Includes all original parts and accessories.",548.00,furniture,storage-units,Abu Dhabi,https://placehold.co/800x800/4F46E5/FFFFFF?text=Storage%20cabinet,
furniture-storage-units-3,Storage Box,"Storage box set. Excellent quality, like new. Includes all original parts and accessories.",200.00,furniture,storage-units,Sharjah,https://placehold.co/800x800/7C3AED/FFFFFF?text=Storage%20box,
furniture-storage-units-4,Cube Storage,"Cube storage organizer in great condition. Clean, well-cared for. No pets, no smoking household.",471.00,furniture,storage-units,Abu Dhabi,https://placehold.co/800x800/DC2626/FFFFFF?text=Cube%20storage,
furniture-storage-units-5,Plastic Storage,"Plastic storage containers. High-quality materials, sturdy construction. Perfect condition, barely used.",134.00,furniture,storage-units,Dubai,https://placehold.co/800x800/EA580C/FFFFFF?text=Plastic%20storage,
furniture-storage-units-6,Wooden Storage,"Wooden storage unit. High-quality materials, sturdy construction. Perfect condition, barely used.",442.00,furniture,storage-units,RAK,https://placehold.co/800x800/059669/FFFFFF?text=Wooden%20storage,
furniture-storage-units-7,Metal Storage,Metal storage cabinet in very good condition. Minor wear consistent with normal use. Fully functional.,156.00,furniture,storage-units,RAK,https://placehold.co/800x800/4F46E5/FFFFFF?text=Metal%20storage,
furniture-storage-units-8,Under-Bed Storage,Under-bed storage boxes in very good condition. Minor wear consistent with normal use. Fully functional.,217.00,furniture,storage-units,Dubai,https://placehold.co/800x800/7C3AED/FFFFFF?text=Under-bed%20storage,
furniture-storage-units-9,Storage Ottoman,"Storage ottoman in excellent condition. Well-maintained, no damage or stains. Ready for immediate use.",130.00,furniture,storage-units,Abu Dhabi,https://placehold.co/800x800/DC2626/FFFFFF?text=Storage%20ottoman,
furniture-storage-units-10,Storage Bench,"Storage bench in great condition. Clean, well-cared for. No pets, no smoking household.",134.00,furniture,storage-units,Abu Dhabi,https://placehold.co/800x800/EA580C/FFFFFF?text=Storage%20bench,
furniture-kids-furniture-1,Kids Bed,"Kids single bed in great condition. Clean, well-cared for. No pets, no smoking household.",771.00,furniture,kids-furniture,RAK,https://placehold.co/800x800/059669/FFFFFF?text=Kids%20bed,
furniture-kids-furniture-2,Kids Desk,"Kids study desk in great condition. Clean, well-cared for. No pets, no smoking household.",310.00,furniture,kids-furniture,Abu Dhabi,https://placehold.co/800x800/4F46E5/FFFFFF?text=Kids%20desk,
furniture-kids-furniture-3,Kids Chair,"Kids chair set in great condition. Clean, well-cared for. No pets, no smoking household.",520.00,furniture,kids-furniture,Ajman,https://placehold.co/800x800/7C3AED/FFFFFF?text=Kids%20chair,
furniture-kids-furniture-4,Kids Table,"Kids play table. Excellent quality, like new. Includes all original parts and accessories.",397.00,furniture,kids-furniture,RAK,https://placehold.co/800x800/DC2626/FFFFFF?text=Kids%20table,
furniture-kids-furniture-5,Kids Wardrobe,"Kids wardrobe. High-quality materials, sturdy construction. Perfect condition, barely used.",409.00,furniture,kids-furniture,Dubai,https://placehold.co/800x800/EA580C/FFFFFF?text=Kids%20wardrobe,
furniture-kids-furniture-6,Kids Bookshelf,Kids bookshelf in very good condition. Minor wear consistent with normal use. Fully functional.,660.00,furniture,kids-furniture,Dubai,https://placehold.co/800x800/059669/FFFFFF?text=Kids%20bookshelf,
furniture-kids-furniture-7,Kids Storage,"Kids storage unit. Excellent quality, like new. Includes all original parts and accessories.",432.00,furniture,kids-furniture,Dubai,https://placehold.co/800x800/4F46E5/FFFFFF?text=Kids%20storage,
furniture-kids-furniture-8,Bunk Bed,"Bunk bed for kids. High-quality materials, sturdy construction. Perfect condition, barely used.",328.00,furniture,kids-furniture,RAK,https://placehold.co/800x800/7C3AED/FFFFFF?text=Bunk%20bed,
furniture-kids-furniture-9,Toddler Bed,Toddler bed in very good condition. Minor wear consistent with normal use. Fully functional.,997.00,furniture,kids-furniture,Dubai,https://placehold.co/800x800/DC2626/FFFFFF?text=Toddler%20bed,
furniture-kids-furniture-10,Kids Furniture Set,"Complete kids furniture set in great condition. Clean, well-cared for. No pets, no smoking household.",838.00,furniture,kids-furniture,Ajman,https://placehold.co/800x800/EA580C/FFFFFF?text=Kids%20furniture,
furniture-outdoor-furniture-1,Outdoor Sofa,"Weather-resistant outdoor sofa. High-quality materials, sturdy construction. Perfect condition, barely used.",3504.00,furniture,outdoor-furniture,Ajman,https://placehold.co/800x800/059669/FFFFFF?text=Outdoor%20sofa,
furniture-outdoor-furniture-2,Outdoor Dining Set,"Outdoor dining set. High-quality materials, sturdy construction. Perfect condition, barely used.",2160.00,furniture,outdoor-furniture,Sharjah,https://placehold.co/800x800/4F46E5/FFFFFF?text=Outdoor%20dining,
furniture-outdoor-furniture-3,Outdoor Chairs,"Outdoor chairs. High-quality materials, sturdy construction. Perfect condition, barely used.",3873.00,furniture,outdoor-furniture,Sharjah,https://placehold.co/800x800/7C3AED/FFFFFF?text=Outdoor%20chairs,
furniture-outdoor-furniture-4,Patio Furniture,"Patio furniture set. High-quality materials, sturdy construction. Perfect condition, barely used.",322.00,furniture,outdoor-furniture,Abu Dhabi,https://placehold.co/800x800/DC2626/FFFFFF?text=Patio%20furniture,
furniture-outdoor-furniture-5,Garden Furniture,"Garden furniture. High-quality materials, sturdy construction. Perfect condition, barely used.",1144.00,furniture,outdoor-furniture,RAK,https://placehold.co/800x800/EA580C/FFFFFF?text=Garden%20furniture,
furniture-outdoor-furniture-6,Outdoor Table,Outdoor table in very good condition. Minor wear consistent with normal use. Fully functional.,3130.00,furniture,outdoor-furniture,RAK,https://placehold.co/800x800/059669/FFFFFF?text=Outdoor%20table,
furniture-outdoor-furniture-7,Outdoor Lounge,"Outdoor lounge set. High-quality materials, sturdy construction. Perfect condition, barely used.",2244.00,furniture,outdoor-furniture,Abu Dhabi,https://placehold.co/800x800/4F46E5/FFFFFF?text=Outdoor%20lounge,
furniture-outdoor-furniture-8,Outdoor Bar Set,"Outdoor bar furniture in excellent condition. Well-maintained, no damage or stains. Ready for immediate use.",1938.00,furniture,outdoor-furniture,Ajman,https://placehold.co/800x800/7C3AED/FFFFFF?text=Outdoor%20bar,
furniture-outdoor-furniture-9,Outdoor Storage,Outdoor storage box in very good condition. Minor wear consistent with normal use. Fully functional.,2423.00,furniture,outdoor-furniture,RAK,https://placehold.co/800x800/DC2626/FFFFFF?text=Outdoor%20storage,
furniture-outdoor-furniture-10,Outdoor Furniture Set,"Complete outdoor furniture set. High-quality materials, sturdy construction. Perfect condition, barely used.",1589.00,furniture,outdoor-furniture,Dubai,https://placehold.co/800x800/EA580C/FFFFFF?text=Outdoor%20furniture,
furniture-garden-tables-chairs-1,Garden Table,"Garden dining table. Excellent quality, like new. Includes all original parts and accessories.",405.00,furniture,garden-tables-chairs,Ajman,https://placehold.co/800x800/059669/FFFFFF?text=Garden%20table,
furniture-garden-tables-chairs-2,Garden Chairs,"Garden chairs set in great condition. Clean, well-cared for. No pets, no smoking household.",1070.00,furniture,garden-tables-chairs,Sharjah,https://placehold.co/800x800/4F46E5/FFFFFF?text=Garden%20chairs,
furniture-garden-tables-chairs-3,Garden Dining Set,"Garden dining set in great condition. Clean, well-cared for. No pets, no smoking household.",1884.00,furniture,garden-tables-chairs,Abu Dhabi,https://placehold.co/800x800/7C3AED/FFFFFF?text=Garden%20dining,
furniture-garden-tables-chairs-4,Patio Table,"Patio table. Excellent quality, like new. Includes all original parts and accessories.",1760.00,furniture,garden-tables-chairs,Ajman,https://placehold.co/800x800/DC2626/FFFFFF?text=Patio%20table,
furniture-garden-tables-chairs-5,Patio Chairs,"Patio chairs. Excellent quality, like new. Includes all original parts and accessories.",1699.00,furniture,garden-tables-chairs,Sharjah,https://placehold.co/800x800/EA580C/FFFFFF?text=Patio%20chairs,
furniture-garden-tables-chairs-6,Garden Bench,"Garden bench in great condition. Clean, well-cared for. No pets, no smoking household.",1432.00,furniture,garden-tables-chairs,RAK,https://placehold.co/800x800/059669/FFFFFF?text=Garden%20bench,
furniture-garden-tables-chairs-7,Garden Lounge,"Garden lounge set in great condition. Clean, well-cared for. No pets, no smoking household.",902.00,furniture,garden-tables-chairs,Ajman,https://placehold.co/800x800/4F46E5/FFFFFF?text=Garden%20lounge,
furniture-garden-tables-chairs-8,Outdoor Table Set,"Outdoor table and chairs in excellent condition. Well-maintained, no damage or stains. Ready for immediate use.",1182.00,furniture,garden-tables-chairs,Dubai,https://placehold.co/800x800/7C3AED/FFFFFF?text=Outdoor%20table,
furniture-garden-tables-chairs-9,Garden Furniture,Garden furniture in very good condition. Minor wear consistent with normal use. Fully functional.,987.00,furniture,garden-tables-chairs,Abu Dhabi,https://placehold.co/800x800/DC2626/FFFFFF?text=Garden%20furniture,
furniture-garden-tables-chairs-10,Patio Set,"Complete patio set. Excellent quality, like new. Includes all original parts and accessories.",2395.00,furniture,garden-tables-chairs,RAK,https://placehold.co/800x800/EA580C/FFFFFF?text=Patio,
furniture-balcony-furniture-1,Balcony Table,"Compact balcony table. Excellent quality, like new. Includes all original parts and accessories.",608.00,furniture,balcony-furniture,Sharjah,https://placehold.co/800x800/059669/FFFFFF?text=Balcony%20table,
furniture-balcony-furniture-2,Balcony Chairs,Balcony chairs in very good condition. Minor wear consistent with normal use. Fully functional.,759.00,furniture,balcony-furniture,Ajman,https://placehold.co/800x800/4F46E5/FFFFFF?text=Balcony%20chairs,
furniture-balcony-furniture-3,Balcony Set,"Balcony furniture set. Excellent quality, like new. Includes all original parts and accessories.",639.00,furniture,balcony-furniture,Dubai,https://placehold.co/800x800/7C3AED/FFFFFF?text=Balcony,
furniture-balcony-furniture-4,Balcony Lounge,Balcony lounge in very good condition. Minor wear consistent with normal use. Fully functional.,744.00,furniture,balcony-furniture,Ajman,https://placehold.co/800x800/DC2626/FFFFFF?text=Balcony%20lounge,
furniture-balcony-furniture-5,Compact Balcony Furniture,Space-saving balcony furniture in very good condition. Minor wear consistent with normal use. Fully functional.,235.00,furniture,balcony-furniture,Dubai,https://placehold.co/800x800/EA580C/FFFFFF?text=Compact%20balcony%20furniture,
furniture-balcony-furniture-6,Folding Balcony Set,"Folding balcony set in excellent condition. Well-maintained, no damage or stains. Ready for immediate use.",162.00,furniture,balcony-furniture,Dubai,https://placehold.co/800x800/059669/FFFFFF?text=Folding%20balcony,
furniture-balcony-furniture-7,Balcony Storage,"Balcony storage unit in great condition. Clean, well-cared for. No pets, no smoking household.",408.00,furniture,balcony-furniture,Ajman,https://placehold.co/800x800/4F46E5/FFFFFF?text=Balcony%20storage,
furniture-balcony-furniture-8,Balcony Bench,"Balcony bench. Excellent quality, like new. Includes all original parts and accessories.",589.00,furniture,balcony-furniture,Ajman,https://placehold.co/800x800/7C3AED/FFFFFF?text=Balcony%20bench,
furniture-balcony-furniture-9,Small Balcony Table,"Small balcony table. Excellent quality, like new. Includes all original parts and accessories.",216.00,furniture,balcony-furniture,Dubai,https://placehold.co/800x800/DC2626/FFFFFF?text=Small%20balcony%20table,
furniture-balcony-furniture-10,Balcony Furniture Set,"Complete balcony furniture set in great condition. Clean, well-cared for. No pets, no smoking household.",677.00,furniture,balcony-furniture,Dubai,https://placehold.co/800x800/EA580C/FFFFFF?text=Balcony%20furniture,
furniture-bar-furniture-1,Bar Stools,"Set of bar stools in great condition. Clean, well-cared for. No pets, no smoking household.",1638.00,furniture,bar-furniture,Ajman,https://placehold.co/800x800/059669/FFFFFF?text=Bar%20stools,
furniture-bar-furniture-2,Bar Table,"Bar height table in excellent condition. Well-maintained, no damage or stains. Ready for immediate use.",728.00,furniture,bar-furniture,Dubai,https://placehold.co/800x800/4F46E5/FFFFFF?text=Bar%20table,
furniture-bar-furniture-3,Bar Cabinet,Bar cabinet in very good condition. Minor wear consistent with normal use. Fully functional.,1267.00,furniture,bar-furniture,RAK,https://placehold.co/800x800/7C3AED/FFFFFF?text=Bar%20cabinet,
furniture-bar-furniture-4,Home Bar,"Home bar unit in excellent condition. Well-maintained, no damage or stains. Ready for immediate use.",974.00,furniture,bar-furniture,Ajman,https://placehold.co/800x800/DC2626/FFFFFF?text=Home%20bar,
furniture-bar-furniture-5,Bar Cart,"Bar cart in excellent condition. Well-maintained, no damage or stains. Ready for immediate use.",300.00,furniture,bar-furniture,Dubai,https://placehold.co/800x800/EA580C/FFFFFF?text=Bar%20cart,
furniture-bar-furniture-6,Bar Set,"Complete bar set in excellent condition. Well-maintained, no damage or stains. Ready for immediate use.",622.00,furniture,bar-furniture,Sharjah,https://placehold.co/800x800/059669/FFFFFF?text=Bar,
furniture-bar-furniture-7,Modern Bar Stools,"Modern design bar stools. High-quality materials, sturdy construction. Perfect condition, barely used.",1993.00,furniture,bar-furniture,Abu Dhabi,https://placehold.co/800x800/4F46E5/FFFFFF?text=Modern%20bar%20stools,
furniture-bar-furniture-8,Vintage Bar Stools,Vintage style bar stools in very good condition. Minor wear consistent with normal use. Fully functional.,851.00,furniture,bar-furniture,Dubai,https://placehold.co/800x800/7C3AED/FFFFFF?text=Vintage%20bar%20stools,
furniture-bar-furniture-9,Bar Counter,"Bar counter in great condition. Clean, well-cared for. No pets, no smoking household.",1727.00,furniture,bar-furniture,Abu Dhabi,https://placehold.co/800x800/DC2626/FFFFFF?text=Bar%20counter,
furniture-bar-furniture-10,Bar Furniture Set,"Complete bar furniture set in excellent condition. Well-maintained, no damage or stains. Ready for immediate use.",1799.00,furniture,bar-furniture,Sharjah,https://placehold.co/800x800/EA580C/FFFFFF?text=Bar%20furniture,
furniture-mirrors-1,Wall Mirror,"Wall-mounted mirror. Excellent quality, like new. Includes all original parts and accessories.",304.00,furniture,mirrors,Dubai,https://placehold.co/800x800/059669/FFFFFF?text=Wall%20mirror,
furniture-mirrors-2,Full-Length Mirror,"Full-length mirror. High-quality materials, sturdy construction. Perfect condition, barely used.",249.00,furniture,mirrors,Abu Dhabi,https://placehold.co/800x800/4F46E5/FFFFFF?text=Full-length%20mirror,
furniture-mirrors-3,Bathroom Mirror,Bathroom mirror in very good condition. Minor wear consistent with normal use. Fully functional.,329.00,furniture,mirrors,Abu Dhabi,https://placehold.co/800x800/7C3AED/FFFFFF?text=Bathroom%20mirror,
furniture-mirrors-4,Dressing Mirror,"Dressing table mirror. Excellent quality, like new. Includes all original parts and accessories.",55.00,furniture,mirrors,Sharjah,https://placehold.co/800x800/DC2626/FFFFFF?text=Dressing%20mirror,
furniture-mirrors-5,Decorative Mirror,"Decorative wall mirror in great condition. Clean, well-cared for. No pets, no smoking household.",133.00,furniture,mirrors,RAK,https://placehold.co/800x800/EA580C/FFFFFF?text=Decorative%20mirror,
furniture-mirrors-6,Round Mirror,"Round mirror. Excellent quality, like new. Includes all original parts and accessories.",297.00,furniture,mirrors,Ajman,https://placehold.co/800x800/059669/FFFFFF?text=Round%20mirror,
furniture-mirrors-7,Square Mirror,"Square mirror. Excellent quality, like new. Includes all original parts and accessories.",277.00,furniture,mirrors,Ajman,https://placehold.co/800x800/4F46E5/FFFFFF?text=Square%20mirror,
